Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
2171,2192,4,2017-01-09,2017-02-17
2186,2197,6,2017-01-09,2017-01-31
2202,2240,3,2017-01-09,2017-01-22
2205,2210,3,2017-01-09,2017-01-22
2207,2225,4,2017-01-09,2017-02-13
2207,2276,4,2017-01-09,2017-02-13
2211,2233,3,2017-01-09,2017-01-22
2220,2270,3,2017-01-09,2017-01-22
2222,2282,3,2017-01-09,2017-01-28
2226,2264,4,2017-01-09,2017-02-13
2246,2655,3,2017-02-10,2017-02-17
2253,2275,3,2017-01-09,2017-01-22
2255,3537,4,2017-01-28,2017-02-21
2262,2296,3,2017-01-09,2017-01-28
2270,2285,3,2017-01-09,2017-01-22
2285,3548,3,2017-01-22,2017-02-11
2285,4475,3,2017-02-10,2017-02-26
2288,2297,3,2017-01-09,2017-01-28
2298,4467,3,2017-02-10,2017-02-17
2315,3540,3,2017-02-13,2017-02-21
2315,3589,3,2017-02-13,2017-02-21
2317,2363,3,2017-01-09,2017-02-06
2318,2369,3,2017-01-09,2017-02-06
2325,3563,3,2017-02-13,2017-02-21
2325,3678,5,2017-01-29,2017-02-23
2400,3015,3,2017-01-22,2017-02-15
2405,2484,3,2017-01-09,2017-01-29
2406,2425,4,2017-01-09,2017-02-13
2410,2462,4,2017-01-09,2017-02-13
2423,2448,3,2017-01-09,2017-02-23
2440,2486,3,2017-01-09,2017-02-06
2441,2996,3,2017-02-13,2017-02-21
2459,2469,3,2017-01-09,2017-01-29
2460,2467,3,2017-01-09,2017-01-29
2461,2495,3,2017-01-09,2017-02-23
2531,2568,5,2017-01-10,2017-02-03
2552,2558,3,2017-01-10,2017-02-26
2560,2586,5,2017-01-10,2017-02-03
2570,3504,3,2017-02-10,2017-02-19
2663,3939,3,2017-01-22,2017-02-23
2699,3901,3,2017-01-22,2017-02-03
2767,2793,5,2017-01-10,2017-02-28
2767,4614,3,2017-02-07,2017-02-28
2901,3510,3,2017-02-13,2017-02-21
2928,3571,4,2017-02-13,2017-02-23
2937,2984,3,2017-01-10,2017-02-15
2947,2955,3,2017-01-10,2017-01-25
2959,4011,4,2017-02-07,2017-03-01
2977,3603,3,2017-02-13,2017-02-21
3104,4425,3,2017-02-10,2017-02-17
3112,3149,3,2017-01-11,2017-01-17
3112,3180,4,2017-01-11,2017-01-21
3132,3146,3,2017-01-11,2017-01-17
3180,3186,4,2017-01-11,2017-01-21
3188,3414,3,2017-01-23,2017-01-31
3203,3271,3,2017-01-11,2017-02-19
3309,3312,3,2017-01-13,2017-02-06
3329,3346,3,2017-01-13,2017-02-06
3331,3373,3,2017-01-13,2017-02-13
3408,3482,4,2017-01-13,2017-02-27
3410,3477,5,2017-01-13,2017-01-31
3516,3560,3,2017-01-15,2017-02-13
3519,3566,3,2017-01-15,2017-02-25
3565,4420,3,2017-02-10,2017-02-26
3620,3698,5,2017-01-15,2017-02-21
3723,3725,3,2017-01-19,2017-02-16
3723,3735,3,2017-01-19,2017-02-16
3808,4551,3,2017-02-02,2017-02-18
3818,3883,3,2017-01-19,2017-02-15
3839,4556,4,2017-02-02,2017-02-24
3908,3924,4,2017-01-19,2017-02-03
3931,3955,4,2017-01-19,2017-02-03
4014,4049,3,2017-01-20,2017-01-29
4026,4038,3,2017-01-20,2017-01-29
4030,4322,3,2017-01-31,2017-02-26
4042,4309,5,2017-01-31,2017-03-01
4054,4061,3,2017-01-20,2017-02-20
4058,4064,3,2017-01-20,2017-01-29
4059,4371,3,2017-01-31,2017-02-10
4066,4088,4,2017-01-20,2017-02-10
4161,4170,3,2017-01-20,2017-02-10
4229,4271,3,2017-01-22,2017-02-24
4254,4284,3,2017-01-22,2017-02-24
4261,4284,3,2017-01-22,2017-02-24
4304,4393,3,2017-01-24,2017-01-29
4314,4350,3,2017-01-24,2017-01-29
4314,4390,3,2017-01-24,2017-01-29
4319,4350,3,2017-01-24,2017-01-29
4330,4337,3,2017-01-24,2017-02-20
4333,4344,3,2017-01-24,2017-02-20
4360,4397,3,2017-01-24,2017-01-29
4407,4411,4,2017-01-29,2017-02-17
4521,4588,3,2017-01-29,2017-02-14
4522,4556,5,2017-01-29,2017-02-24
4539,4546,3,2017-01-29,2017-02-14
4609,4628,5,2017-02-02,2017-02-28
4620,4690,3,2017-02-02,2017-02-07
4670,4682,3,2017-02-02,2017-02-07
4903,4941,3,2017-02-09,2017-02-28
4911,4915,3,2017-02-09,2017-02-28
4928,4952,3,2017-02-09,2017-02-28
4942,4962,3,2017-02-09,2017-02-28
5010,5076,3,2017-02-12,2017-02-24
5027,5096,3,2017-02-12,2017-02-24
5395,5397,3,2017-02-13,2017-02-27
5416,5426,3,2017-02-17,2017-03-01
5436,5463,3,2017-02-17,2017-03-01
5448,5463,3,2017-02-17,2017-03-01
5458,5498,3,2017-02-17,2017-03-01
5466,5498,3,2017-02-17,2017-03-01
5495,5498,3,2017-02-17,2017-03-01
45,86,4,2017-01-01,2017-02-15
92,2685,3,2017-01-25,2017-02-10
104,179,3,2017-01-01,2017-02-23
126,3620,4,2017-01-29,2017-02-21
199,3041,3,2017-01-22,2017-02-15
205,2545,4,2017-01-21,2017-02-03
216,228,3,2017-01-01,2017-01-17
223,227,3,2017-01-01,2017-01-17
231,271,7,2017-01-01,2017-02-14
264,461,3,2017-01-24,2017-02-14
266,3561,3,2017-02-10,2017-02-28
266,4407,3,2017-02-10,2017-02-28
274,294,4,2017-01-01,2017-01-21
274,684,6,2017-01-13,2017-02-03
275,646,3,2017-01-13,2017-01-21
288,4038,3,2017-02-06,2017-02-27
290,3188,3,2017-01-20,2017-01-29
294,607,4,2017-01-13,2017-02-19
299,331,3,2017-01-24,2017-02-03
309,734,3,2017-01-04,2017-01-12
315,1025,4,2017-01-03,2017-01-12
326,339,3,2017-01-01,2017-01-08
330,766,3,2017-01-04,2017-01-12
330,1029,4,2017-01-03,2017-01-12
340,359,3,2017-01-01,2017-01-22
354,778,3,2017-01-04,2017-01-12
364,797,4,2017-01-04,2017-01-17
364,3411,3,2017-01-17,2017-01-29
366,750,3,2017-01-04,2017-01-12
366,3436,3,2017-01-17,2017-01-29
369,1042,3,2017-01-05,2017-01-22
371,373,3,2017-01-01,2017-01-08
378,395,5,2017-01-01,2017-01-12
381,762,3,2017-01-04,2017-01-12
395,730,4,2017-01-04,2017-01-17
395,1045,4,2017-01-03,2017-01-12
414,461,3,2017-01-01,2017-01-22
431,2877,3,2017-01-22,2017-01-30
445,4672,3,2017-02-04,2017-02-13
556,574,4,2017-01-02,2017-02-17
602,3134,3,2017-01-20,2017-01-29
609,3198,4,2017-01-20,2017-01-31
611,3180,4,2017-01-13,2017-01-24
638,688,3,2017-01-02,2017-01-17
641,2105,3,2017-01-20,2017-01-29
650,698,4,2017-01-02,2017-01-21
679,3134,3,2017-01-20,2017-01-29
681,3930,3,2017-01-26,2017-02-28
710,723,3,2017-01-02,2017-01-08
712,1021,4,2017-01-04,2017-02-17
716,1026,3,2017-01-04,2017-01-12
728,770,3,2017-01-02,2017-01-08
732,776,3,2017-01-02,2017-01-08
734,1038,3,2017-01-04,2017-01-12
736,782,3,2017-01-02,2017-01-08
739,786,5,2017-01-02,2017-01-12
739,1001,6,2017-01-04,2017-01-29
743,773,5,2017-01-02,2017-01-12
747,772,5,2017-01-02,2017-01-12
750,1023,3,2017-01-04,2017-01-12
751,2175,3,2017-01-23,2017-01-31
755,3451,3,2017-01-17,2017-01-29
763,3402,4,2017-01-17,2017-01-31
769,798,3,2017-01-02,2017-01-08
772,795,5,2017-01-02,2017-01-12
791,795,5,2017-01-02,2017-01-12
792,1026,3,2017-01-04,2017-01-12
804,827,3,2017-01-02,2017-01-27
806,852,6,2017-01-02,2017-02-23
822,849,4,2017-01-02,2017-02-16
827,878,4,2017-01-02,2017-02-17
844,881,4,2017-01-02,2017-02-16
845,876,3,2017-01-02,2017-01-27
845,891,3,2017-01-02,2017-01-27
849,874,3,2017-01-02,2017-01-27
867,899,3,2017-01-02,2017-01-27
888,3712,3,2017-01-27,2017-02-19
901,918,3,2017-01-02,2017-02-04
901,961,5,2017-01-02,2017-02-10
912,3502,3,2017-02-13,2017-02-21
928,1666,5,2017-02-04,2017-03-01
934,969,3,2017-01-02,2017-01-25
941,2335,4,2017-02-13,2017-02-23
948,997,3,2017-01-02,2017-02-15
951,1439,3,2017-02-04,2017-02-10
961,1465,3,2017-02-04,2017-02-10
967,2925,3,2017-01-25,2017-02-20
972,3639,4,2017-02-13,2017-02-23
977,2910,4,2017-02-13,2017-02-23
977,3509,3,2017-02-13,2017-02-21
993,4376,3,2017-02-20,2017-02-25
994,1391,5,2017-01-25,2017-02-26
1034,1062,3,2017-01-02,2017-01-21
1050,1099,3,2017-01-02,2017-01-08
1056,3155,4,2017-01-23,2017-02-23
1062,1240,3,2017-01-04,2017-02-02
1066,2681,4,2017-01-13,2017-02-03
1074,1818,4,2017-02-02,2017-02-10
1206,1250,3,2017-01-03,2017-01-10
1211,1238,4,2017-01-03,2017-01-25
1215,1218,3,2017-01-03,2017-01-10
1222,1249,3,2017-01-03,2017-02-01
1247,1300,4,2017-01-03,2017-02-28
1269,1587,4,2017-01-13,2017-02-03
1285,1299,3,2017-01-03,2017-01-10
1288,1315,4,2017-02-04,2017-02-25
1322,2867,3,2017-02-04,2017-02-10
1322,2969,4,2017-01-25,2017-02-10
1330,3675,4,2017-02-13,2017-02-23
1424,1491,3,2017-01-04,2017-01-20
1424,1859,3,2017-01-16,2017-02-05
1427,4695,3,2017-02-07,2017-02-28
1430,1436,3,2017-01-04,2017-02-18
1439,1818,4,2017-02-02,2017-02-10
1459,1491,3,2017-01-04,2017-01-20
1479,1864,3,2017-01-20,2017-02-27
1501,1562,4,2017-01-07,2017-02-17
1503,2674,6,2017-01-13,2017-02-11
1503,4478,3,2017-02-10,2017-02-19
1504,1506,3,2017-01-07,2017-01-22
1520,1579,3,2017-01-07,2017-02-23
1548,1572,3,2017-01-07,2017-02-28
1558,1590,3,2017-01-07,2017-01-25
1635,1696,3,2017-01-07,2017-01-22
1666,2969,5,2017-02-04,2017-03-01
1693,2586,4,2017-01-21,2017-02-03
1707,4157,3,2017-02-15,2017-03-01
1813,4377,3,2017-02-20,2017-02-25
1823,1878,3,2017-01-08,2017-02-07
1842,2742,3,2017-01-20,2017-02-27
1842,4630,3,2017-02-07,2017-02-28
1902,1961,3,2017-01-08,2017-01-14
1905,1971,4,2017-01-08,2017-02-06
1908,1983,3,2017-01-08,2017-01-14
1913,1918,3,2017-01-08,2017-01-14
1915,1979,3,2017-01-08,2017-01-14
1921,1941,3,2017-01-08,2017-01-14
1926,1950,3,2017-01-08,2017-01-14
1932,1936,3,2017-01-08,2017-01-14
1938,1978,3,2017-01-08,2017-01-14
1946,3230,3,2017-02-06,2017-02-27
1954,2000,3,2017-01-08,2017-01-14
1956,1999,3,2017-01-08,2017-01-14
1958,1975,3,2017-01-08,2017-01-14
1959,1984,3,2017-01-08,2017-01-14
1975,1998,3,2017-01-08,2017-01-14
1977,1985,3,2017-01-08,2017-01-14
1989,1998,3,2017-01-08,2017-01-14
2106,3182,3,2017-01-20,2017-01-29
2110,2179,4,2017-01-09,2017-01-17
2117,2138,3,2017-01-09,2017-01-25
2120,2124,4,2017-01-09,2017-01-17
2130,2169,4,2017-01-09,2017-01-17
2136,2181,4,2017-01-09,2017-01-17
2162,2185,4,2017-01-09,2017-01-17
2181,2188,4,2017-01-09,2017-01-17
2186,3195,4,2017-01-20,2017-01-31
2201,2229,3,2017-01-09,2017-01-22
2204,2292,4,2017-01-09,2017-02-27
2214,2248,3,2017-01-09,2017-01-22
2214,2257,3,2017-01-09,2017-01-22
2215,2248,3,2017-01-09,2017-01-22
2215,2278,3,2017-01-09,2017-01-22
2219,2277,3,2017-01-09,2017-01-22
2223,2264,3,2017-01-09,2017-01-28
2223,3540,5,2017-01-28,2017-02-26
2237,2285,3,2017-01-09,2017-01-22
2238,2257,3,2017-01-09,2017-01-22
2239,2287,4,2017-01-09,2017-02-25
2240,4452,3,2017-02-10,2017-02-17
2248,3552,4,2017-01-22,2017-02-26
2252,2286,3,2017-01-09,2017-01-22
2258,2269,3,2017-01-09,2017-01-22
2334,3620,4,2017-01-29,2017-02-21
2403,2477,4,2017-01-09,2017-02-27
2404,2410,4,2017-01-09,2017-02-13
2405,3678,4,2017-01-29,2017-02-21
2412,2438,3,2017-01-09,2017-01-29
2414,2486,3,2017-01-09,2017-02-06
2432,2474,3,2017-01-09,2017-02-06
2433,2461,3,2017-01-09,2017-02-23
2435,2477,4,2017-01-09,2017-02-27
2437,3603,4,2017-01-29,2017-02-21
2515,2531,3,2017-01-10,2017-01-24
2570,3529,4,2017-02-10,2017-02-28
2573,4403,3,2017-02-10,2017-02-17
2584,2600,3,2017-01-10,2017-01-24
2601,2637,3,2017-01-10,2017-02-23
2627,3932,3,2017-01-22,2017-02-23
2667,4467,3,2017-02-10,2017-02-17
2668,2699,3,2017-01-10,2017-01-22
2681,3916,3,2017-01-22,2017-02-03
2709,2792,4,2017-01-10,2017-02-27
2711,2731,3,2017-01-10,2017-01-20
2752,2789,3,2017-01-10,2017-02-04
2801,3184,4,2017-01-24,2017-02-18
2801,4506,3,2017-02-02,2017-02-18
2867,2959,5,2017-02-04,2017-03-01
2867,4083,4,2017-02-07,2017-03-01
2901,3679,3,2017-02-13,2017-02-21
2929,2943,3,2017-01-10,2017-02-15
2951,3624,3,2017-02-13,2017-02-21
2969,4009,4,2017-02-07,2017-03-01
2988,4057,3,2017-02-20,2017-02-25
3071,3089,3,2017-01-10,2017-01-22
3075,3087,3,2017-01-10,2017-01-22
3112,3158,3,2017-01-11,2017-01-17
3141,3180,3,2017-01-11,2017-01-17
3142,3161,3,2017-01-11,2017-01-17
3151,3405,3,2017-01-23,2017-01-31
3161,3360,3,2017-02-06,2017-02-23
3249,3271,3,2017-01-11,2017-02-19
3311,3360,5,2017-01-13,2017-02-23
3315,3331,3,2017-01-13,2017-02-13
3317,3329,4,2017-01-13,2017-02-19
3331,3359,3,2017-01-13,2017-02-13
3385,3396,3,2017-01-13,2017-02-06
3401,3423,4,2017-01-13,2017-02-23
3404,3465,3,2017-01-13,2017-02-19
3408,3779,3,2017-02-17,2017-02-27
3495,5120,3,2017-02-17,2017-02-23
3520,3535,3,2017-01-15,2017-02-13
3556,4407,3,2017-02-10,2017-02-17
3813,3832,3,2017-01-19,2017-02-14
3908,3913,4,2017-01-19,2017-02-03
3921,3929,4,2017-01-19,2017-02-23
4007,4336,3,2017-01-31,2017-02-10
4010,4012,3,2017-01-20,2017-01-31
4018,4057,3,2017-01-20,2017-02-20
4022,4092,5,2017-01-20,2017-02-25
4043,4317,5,2017-01-28,2017-02-23
4079,4359,3,2017-01-28,2017-02-20
4081,4098,3,2017-01-20,2017-01-29
4108,4113,3,2017-01-20,2017-02-10
4209,4223,3,2017-01-22,2017-02-24
4241,4287,3,2017-01-22,2017-02-24
4251,4294,3,2017-01-22,2017-02-24
4311,4397,3,2017-01-24,2017-01-29
4326,4384,3,2017-01-24,2017-02-20
4328,4363,3,2017-01-24,2017-01-29
4333,4382,3,2017-01-24,2017-02-20
4334,4383,3,2017-01-24,2017-01-29
4336,4395,4,2017-01-24,2017-02-10
4340,4361,5,2017-01-24,2017-02-25
4347,4348,3,2017-01-24,2017-01-29
4351,4378,3,2017-01-24,2017-02-06
4389,4394,3,2017-01-24,2017-02-20
4405,4417,3,2017-01-29,2017-02-11
4414,4465,4,2017-01-29,2017-02-26
4511,4540,3,2017-01-29,2017-02-15
4521,4561,3,2017-01-29,2017-02-14
4609,4620,3,2017-02-02,2017-02-07
4620,4670,4,2017-02-02,2017-02-13
4640,4674,3,2017-02-02,2017-02-07
4650,4680,4,2017-02-02,2017-02-13
4667,4671,3,2017-02-02,2017-02-07
4670,4690,3,2017-02-02,2017-02-07
4673,4682,4,2017-02-02,2017-02-27
4919,4969,3,2017-02-09,2017-02-28
5075,5086,3,2017-02-12,2017-02-24
5330,5352,3,2017-02-13,2017-02-27
5330,5379,3,2017-02-13,2017-02-27
5330,5397,3,2017-02-13,2017-02-27
5331,5352,3,2017-02-13,2017-02-27
5355,5372,3,2017-02-13,2017-02-27
5404,5484,3,2017-02-17,2017-03-01
5409,5478,3,2017-02-17,2017-03-01
5416,5491,3,2017-02-17,2017-03-01
5429,5439,3,2017-02-17,2017-03-01
5440,5464,3,2017-02-17,2017-03-01
5448,5498,3,2017-02-17,2017-03-01
5458,5486,3,2017-02-17,2017-03-01
3,6,3,2017-01-01,2017-02-06
53,2042,3,2017-01-10,2017-02-13
58,199,3,2017-01-22,2017-02-15
117,177,3,2017-01-01,2017-01-29
141,988,3,2017-02-13,2017-02-21
172,2326,3,2017-01-10,2017-02-13
204,2941,3,2017-02-04,2017-02-10
210,3112,3,2017-01-13,2017-01-21
210,3137,3,2017-01-13,2017-01-21
212,243,4,2017-01-01,2017-01-21
218,3159,4,2017-01-20,2017-01-31
231,3145,4,2017-01-13,2017-01-24
232,3132,3,2017-01-13,2017-01-21
243,296,4,2017-01-01,2017-02-01
247,760,3,2017-01-23,2017-01-31
255,3169,5,2017-01-13,2017-02-03
276,3109,3,2017-01-13,2017-01-21
284,2115,3,2017-01-15,2017-02-13
299,3132,3,2017-01-13,2017-01-21
301,304,3,2017-01-01,2017-01-13
313,747,3,2017-01-04,2017-01-12
313,3752,3,2017-02-17,2017-02-27
314,1287,5,2017-01-05,2017-02-03
317,318,3,2017-01-01,2017-01-22
328,792,5,2017-01-04,2017-02-19
332,1294,3,2017-01-04,2017-02-19
355,786,3,2017-01-04,2017-01-12
360,706,5,2017-01-04,2017-02-26
366,3421,3,2017-01-17,2017-01-29
368,3159,3,2017-01-23,2017-01-31
369,1037,3,2017-01-05,2017-02-27
374,376,5,2017-01-01,2017-01-12
374,1007,4,2017-01-03,2017-01-12
376,385,6,2017-01-01,2017-02-17
378,1007,4,2017-01-03,2017-01-12
385,3408,3,2017-02-17,2017-02-27
388,1236,3,2017-01-05,2017-02-23
392,792,4,2017-01-04,2017-01-17
395,1072,4,2017-01-03,2017-01-12
407,975,5,2017-02-04,2017-03-01
407,1322,3,2017-02-04,2017-02-10
437,4346,3,2017-02-07,2017-02-26
440,681,3,2017-01-24,2017-02-03
490,2560,5,2017-01-21,2017-02-28
490,3955,3,2017-01-26,2017-02-28
601,2570,3,2017-01-24,2017-02-03
605,3109,3,2017-01-13,2017-01-21
606,3146,5,2017-01-13,2017-02-03
609,3405,3,2017-01-23,2017-01-31
610,2554,3,2017-01-24,2017-02-03
613,680,3,2017-01-02,2017-01-17
625,3171,3,2017-01-13,2017-01-21
639,664,3,2017-01-02,2017-01-17
648,667,3,2017-01-02,2017-01-17
650,3146,5,2017-01-13,2017-02-03
657,3120,3,2017-01-13,2017-01-21
660,2754,3,2017-02-02,2017-02-20
663,697,3,2017-01-02,2017-01-17
672,685,3,2017-01-02,2017-01-17
672,3118,3,2017-01-15,2017-03-01
677,3157,3,2017-01-13,2017-01-21
680,692,3,2017-01-02,2017-01-17
688,3180,3,2017-01-13,2017-01-24
696,3167,3,2017-01-20,2017-01-29
701,709,6,2017-01-02,2017-01-17
704,1095,4,2017-01-04,2017-01-17
707,743,5,2017-01-02,2017-01-12
707,795,5,2017-01-02,2017-01-12
709,731,5,2017-01-02,2017-01-12
712,778,6,2017-01-02,2017-02-17
713,754,5,2017-01-02,2017-02-10
723,757,3,2017-01-02,2017-01-08
724,785,5,2017-01-02,2017-01-12
726,758,5,2017-01-02,2017-01-12
726,761,5,2017-01-02,2017-01-12
735,784,3,2017-01-02,2017-01-08
737,763,5,2017-01-02,2017-01-12
737,1043,3,2017-01-04,2017-01-12
740,3402,4,2017-01-17,2017-01-31
744,777,3,2017-01-02,2017-01-08
746,2199,3,2017-01-23,2017-01-31
749,5120,3,2017-02-17,2017-02-23
751,778,5,2017-01-02,2017-01-12
754,767,3,2017-01-02,2017-01-08
759,761,6,2017-01-02,2017-01-17
766,1013,4,2017-01-04,2017-01-17
774,1057,3,2017-01-04,2017-01-12
777,788,3,2017-01-02,2017-01-08
780,1052,3,2017-01-08,2017-02-25
792,1001,4,2017-01-04,2017-01-17
795,1013,3,2017-01-04,2017-01-12
806,889,6,2017-01-02,2017-02-23
810,884,3,2017-01-02,2017-01-27
839,845,4,2017-01-02,2017-02-16
851,878,3,2017-01-02,2017-01-27
862,3702,3,2017-01-27,2017-02-19
907,2972,3,2017-01-25,2017-02-20
913,3152,3,2017-02-04,2017-02-10
920,1384,3,2017-02-13,2017-02-21
926,965,3,2017-01-02,2017-01-25
946,2924,3,2017-02-13,2017-02-21
948,959,3,2017-01-02,2017-02-15
977,2221,4,2017-02-13,2017-02-23
977,3675,4,2017-02-13,2017-02-23
1005,4575,3,2017-02-02,2017-02-18
1007,1031,5,2017-01-02,2017-01-12
1014,4467,3,2017-02-10,2017-02-17
1043,3713,3,2017-02-17,2017-02-27
1054,1060,3,2017-01-02,2017-01-22
1093,1294,3,2017-01-04,2017-02-19
1216,1263,3,2017-01-03,2017-01-10
1220,4504,3,2017-02-02,2017-02-27
1247,1287,6,2017-01-03,2017-02-03
1269,4460,3,2017-02-10,2017-02-26
1309,2236,3,2017-02-13,2017-02-21
1314,4017,4,2017-02-07,2017-03-01
1322,1696,3,2017-02-04,2017-02-10
1322,2789,3,2017-02-04,2017-02-10
1323,2968,5,2017-01-25,2017-02-26
1337,1482,5,2017-02-04,2017-03-01
1337,1844,3,2017-02-04,2017-02-10
1369,1394,5,2017-01-03,2017-02-10
1369,1482,3,2017-02-04,2017-02-10
1371,4059,4,2017-02-07,2017-03-01
1387,2295,3,2017-02-13,2017-02-21
1394,1444,3,2017-02-04,2017-02-10
1398,2236,4,2017-02-13,2017-02-26
1427,1878,3,2017-01-20,2017-02-27
1463,1877,3,2017-01-20,2017-02-13
1465,2789,4,2017-02-02,2017-02-10
1503,2573,4,2017-01-26,2017-02-11
1509,1533,3,2017-01-07,2017-02-23
1544,2674,4,2017-01-13,2017-02-03
1553,1594,5,2017-01-07,2017-02-23
1581,1595,3,2017-01-07,2017-01-22
1581,2655,4,2017-01-13,2017-02-03
1581,3913,3,2017-01-22,2017-02-03
1594,3971,3,2017-01-22,2017-02-23
1637,1646,3,2017-01-07,2017-01-24
1645,3980,3,2017-01-26,2017-02-27
1686,2842,3,2017-01-22,2017-02-18
1707,4171,3,2017-02-15,2017-03-01
1720,1750,3,2017-01-08,2017-02-12
1823,1884,3,2017-01-08,2017-02-07
1830,2792,3,2017-01-20,2017-02-27
1848,1865,3,2017-01-08,2017-02-07
1884,4674,3,2017-02-07,2017-02-28
1888,2537,4,2017-02-02,2017-02-26
1903,1998,3,2017-01-08,2017-01-14
1905,1996,3,2017-01-08,2017-01-14
1906,1970,3,2017-01-08,2017-01-14
1907,1913,3,2017-01-08,2017-01-14
1911,1989,3,2017-01-08,2017-01-14
1912,1927,3,2017-01-08,2017-01-14
1921,1982,3,2017-01-08,2017-01-14
1925,1928,3,2017-01-08,2017-01-14
1925,1931,3,2017-01-08,2017-01-14
1926,1983,3,2017-01-08,2017-01-14
1927,1971,3,2017-01-08,2017-01-14
1930,1944,3,2017-01-08,2017-01-14
1930,1954,3,2017-01-08,2017-01-14
1931,1948,3,2017-01-08,2017-01-14
1931,1994,3,2017-01-08,2017-01-14
1933,1984,3,2017-01-08,2017-01-14
1939,1959,3,2017-01-08,2017-01-14
1940,1941,3,2017-01-08,2017-01-14
1940,1998,3,2017-01-08,2017-01-14
1941,1944,3,2017-01-08,2017-01-14
1943,1970,3,2017-01-08,2017-01-14
1943,1977,3,2017-01-08,2017-01-14
1945,1987,4,2017-01-08,2017-02-13
1946,1979,3,2017-01-08,2017-01-14
1952,1963,3,2017-01-08,2017-01-14
1952,1987,3,2017-01-08,2017-01-14
1954,1993,5,2017-01-08,2017-02-19
1970,1983,3,2017-01-08,2017-01-14
1971,4091,3,2017-02-06,2017-02-27
1985,2000,3,2017-01-08,2017-01-14
1986,1989,3,2017-01-08,2017-01-14
2101,2192,3,2017-01-09,2017-01-25
2102,2147,4,2017-01-09,2017-02-26
2105,2153,5,2017-01-09,2017-01-29
2110,2114,4,2017-01-09,2017-01-17
2111,2116,4,2017-01-09,2017-01-17
2119,2185,4,2017-01-09,2017-01-17
2120,2162,4,2017-01-09,2017-01-17
2129,2189,4,2017-01-09,2017-01-17
2131,2144,4,2017-01-09,2017-01-17
2131,2160,4,2017-01-09,2017-01-17
2147,2193,4,2017-01-09,2017-02-26
2149,2198,3,2017-01-09,2017-01-25
2151,2193,3,2017-01-09,2017-01-20
2153,2191,3,2017-01-09,2017-01-20
2163,2188,4,2017-01-09,2017-01-17
2175,3167,4,2017-01-20,2017-01-31
2204,2237,3,2017-01-09,2017-01-22
2205,2237,3,2017-01-09,2017-01-22
2214,2234,3,2017-01-09,2017-01-22
2215,2270,3,2017-01-09,2017-01-22
2222,2235,3,2017-01-09,2017-01-28
2222,2901,4,2017-02-13,2017-02-23
2224,2269,3,2017-01-09,2017-01-22
2228,2292,3,2017-01-09,2017-01-22
2229,2231,3,2017-01-09,2017-01-22
2233,2285,5,2017-01-09,2017-02-11
2239,2261,3,2017-01-09,2017-01-28
2243,3582,3,2017-01-22,2017-02-11
2244,2275,3,2017-01-09,2017-01-22
2244,4418,3,2017-02-10,2017-02-28
2246,2292,3,2017-01-09,2017-01-22
2251,2259,3,2017-01-09,2017-01-22
2252,3565,4,2017-01-22,2017-02-26
2270,2299,3,2017-01-09,2017-01-22
2277,4441,4,2017-02-10,2017-02-24
2293,2441,3,2017-02-13,2017-02-21
2325,3639,5,2017-01-29,2017-02-23
2345,2379,3,2017-01-09,2017-02-06
2404,2441,3,2017-01-09,2017-01-29
2405,2412,3,2017-01-09,2017-01-29
2411,2472,3,2017-01-09,2017-02-06
2411,2476,3,2017-01-09,2017-02-06
2417,2485,3,2017-01-09,2017-01-29
2425,2429,4,2017-01-09,2017-02-13
2429,2459,3,2017-01-09,2017-01-29
2430,2441,3,2017-01-09,2017-01-29
2433,2495,3,2017-01-09,2017-02-23
2440,2457,3,2017-01-09,2017-02-06
2447,2478,4,2017-01-09,2017-02-13
2457,2489,3,2017-01-09,2017-02-06
2465,2481,3,2017-01-09,2017-02-06
2493,2495,3,2017-01-09,2017-02-23
2498,2500,3,2017-01-09,2017-01-29
2529,2559,3,2017-01-10,2017-02-26
2547,2568,3,2017-01-10,2017-01-24
2567,3146,3,2017-01-24,2017-02-03
2600,3104,7,2017-01-21,2017-02-17
2606,2630,3,2017-01-10,2017-02-23
2608,2640,3,2017-01-10,2017-02-28
2667,4496,3,2017-02-10,2017-02-17
2699,3941,3,2017-01-22,2017-02-03
2701,2742,3,2017-01-10,2017-02-07
2717,4399,4,2017-02-07,2017-03-01
2769,2988,4,2017-02-04,2017-02-25
2781,4609,3,2017-02-07,2017-02-28
2792,4675,3,2017-02-07,2017-02-28
2801,3824,3,2017-02-02,2017-02-18
2816,2969,3,2017-02-04,2017-02-10
2925,2959,3,2017-01-10,2017-02-04
2959,2968,5,2017-01-10,2017-02-10
2959,4080,4,2017-02-07,2017-03-01
2968,4371,3,2017-02-07,2017-02-26
3115,3133,3,2017-01-11,2017-02-17
3128,3168,3,2017-01-11,2017-01-17
3132,3145,3,2017-01-11,2017-01-17
3135,3286,3,2017-02-06,2017-02-27
3141,3173,4,2017-01-11,2017-01-21
3157,3158,3,2017-01-11,2017-01-17
3208,3286,4,2017-01-11,2017-02-27
3303,3373,3,2017-01-13,2017-02-13
3315,3341,3,2017-01-13,2017-02-13
3338,3372,3,2017-01-13,2017-02-19
3405,3410,5,2017-01-13,2017-01-31
3428,5170,3,2017-02-17,2017-02-23
3463,3483,4,2017-01-13,2017-01-29
3552,4460,3,2017-02-10,2017-02-26
